average delivered (percent), min delivered (percent), max delivered (percent), Message count
94.2, 88.0, 100.0, 25
96.0, 94.0, 100.0, 50
95.8, 89.3333333333, 100.0, 75
95.65, 93.0, 98.0, 100
95.4, 92.0, 97.6, 125
94.8, 90.6666666667, 97.3333333333, 150
95.2, 92.0, 97.1428571429, 175
95.025, 92.0, 98.0, 200
94.5333333333, 92.0, 97.7777777778, 225
95.0, 93.2, 98.8, 250
93.9272727273, 91.2727272727, 96.0, 275
93.9333333333, 91.3333333333, 96.0, 300
92.8461538462, 91.3846153846, 96.0, 325
92.2428571429, 89.4285714286, 94.2857142857, 350
92.0666666667, 89.8666666667, 95.2, 375
91.55, 88.75, 93.75, 400
90.2470588235, 87.0588235294, 93.1764705882, 425
89.9666666667, 87.5555555556, 92.8888888889, 450
89.2842105263, 85.6842105263, 92.0, 475
87.97, 85.8, 90.2, 500
86.9523809524, 84.1904761905, 91.4285714286, 525
86.3545454545, 84.3636363636, 88.1818181818, 550
85.947826087, 83.652173913, 89.5652173913, 575
83.9833333333, 81.1666666667, 87.0, 600
83.312, 80.8, 86.72, 625
82.9307692308, 80.4615384615, 84.7692307692, 650
81.6444444444, 79.4074074074, 83.2592592593, 675
80.5428571429, 78.2857142857, 84.0, 700
79.3931034483, 75.3103448276, 82.4827586207, 725
78.42, 75.4666666667, 81.4666666667, 750
77.6838709677, 74.8387096774, 79.7419354839, 775
77.16875, 73.25, 79.75, 800
