average delivered (percent), min delivered (percent), max delivered (percent), Message count
62.4, 44.0, 80.0, 25
65.6, 54.0, 76.0, 50
65.4666666667, 58.6666666667, 74.6666666667, 75
63.4, 53.0, 72.0, 100
64.16, 56.8, 75.2, 125
65.0666666667, 55.3333333333, 70.6666666667, 150
65.4857142857, 59.4285714286, 72.5714285714, 175
64.6, 57.5, 72.0, 200
63.4, 56.0, 68.8888888889, 225
64.02, 56.0, 72.8, 250
63.2181818182, 58.1818181818, 67.6363636364, 275
62.8, 57.3333333333, 66.3333333333, 300
63.1076923077, 59.6923076923, 68.0, 325
63.2714285714, 59.7142857143, 67.1428571429, 350
63.32, 60.2666666667, 67.7333333333, 375
63.2625, 57.5, 69.0, 400
62.0705882353, 58.3529411765, 66.1176470588, 425
62.7555555556, 59.7777777778, 68.0, 450
62.5684210526, 56.4210526316, 71.3684210526, 475
61.95, 58.0, 65.0, 500
61.3904761905, 58.4761904762, 65.3333333333, 525
60.6636363636, 55.8181818182, 66.3636363636, 550
59.8434782609, 56.6956521739, 62.7826086957, 575
59.7583333333, 55.1666666667, 63.6666666667, 600
60.384, 56.96, 63.2, 625
58.7923076923, 53.8461538462, 62.1538461538, 650
59.1851851852, 55.2592592593, 63.1111111111, 675
57.6785714286, 53.4285714286, 63.2857142857, 700
57.2896551724, 55.0344827586, 60.6896551724, 725
56.9266666667, 53.7333333333, 59.2, 750
56.4516129032, 53.4193548387, 60.6451612903, 775
55.7375, 52.125, 59.125, 800
