average delivered (percent), min delivered (percent), max delivered (percent), Distance Priority Fraction
9.045, 8.775, 9.375, 0.0
19.995, 19.55, 20.75, 0.1
21.065, 20.5, 22.125, 0.2
21.465, 20.975, 21.825, 0.3
21.41, 20.925, 21.9, 0.4
21.16, 20.525, 21.95, 0.5
20.31, 19.85, 20.9, 0.6
19.595, 18.975, 20.375, 0.7
18.93, 18.675, 19.3, 0.8
17.72, 17.0, 18.725, 0.9
16.83, 16.65, 17.2, 1.0
