average delivered (percent), min delivered (percent), max delivered (percent), Distance Priority Fraction
16.84, 16.0, 17.8, 0.0
31.58, 31.0, 32.2, 0.1
33.24, 31.35, 34.4, 0.2
32.99, 32.45, 34.2, 0.3
33.0, 32.6, 33.4, 0.4
32.21, 30.9, 32.95, 0.5
31.61, 31.4, 31.9, 0.6
29.98, 28.95, 30.6, 0.7
28.5, 28.05, 29.3, 0.8
27.02, 26.0, 28.1, 0.9
25.67, 24.55, 26.9, 1.0
