average delivered (percent), min delivered (percent), max delivered (percent), Distance Priority Fraction
25.744, 25.28, 26.48, 0.0
41.168, 39.2, 42.96, 0.1
42.784, 42.08, 43.44, 0.2
42.128, 40.72, 43.6, 0.3
42.304, 40.88, 43.68, 0.4
40.8, 39.76, 41.44, 0.5
41.072, 40.08, 42.32, 0.6
39.824, 38.32, 42.0, 0.7
37.344, 36.0, 39.68, 0.8
35.536, 34.88, 36.72, 0.9
33.456, 32.24, 35.44, 1.0
