average delivered (percent), min delivered (percent), max delivered (percent), Distance Priority Fraction
4.6275, 4.3125, 4.9, 0.0
11.675, 11.225, 12.05, 0.1
12.995, 12.65, 13.375, 0.2
13.215, 12.775, 13.4625, 0.3
13.28, 13.15, 13.5, 0.4
13.2775, 13.0125, 13.6375, 0.5
13.0925, 12.8625, 13.325, 0.6
12.7225, 12.6625, 12.825, 0.7
12.1, 12.0, 12.2125, 0.8
11.615, 11.325, 11.9875, 0.9
11.39, 11.1, 11.6125, 1.0
