average delivered (percent), min delivered (percent), max delivered (percent), Message count
99.0, 96.0, 100.0, 25
99.6, 96.0, 100.0, 50
99.2666666667, 97.3333333333, 100.0, 75
98.55, 97.0, 100.0, 100
98.0, 96.0, 100.0, 125
96.5666666667, 94.0, 98.6666666667, 150
95.8571428571, 90.8571428571, 98.8571428571, 175
94.775, 91.5, 99.0, 200
93.6666666667, 89.7777777778, 97.3333333333, 225
91.22, 86.8, 95.6, 250
89.6, 85.0909090909, 91.6363636364, 275
88.4666666667, 84.3333333333, 92.3333333333, 300
86.9692307692, 83.6923076923, 92.0, 325
85.2142857143, 81.4285714286, 89.1428571429, 350
83.7333333333, 79.2, 86.6666666667, 375
81.1, 75.5, 85.5, 400
80.1764705882, 76.0, 82.8235294118, 425
78.6666666667, 74.0, 82.8888888889, 450
77.2210526316, 72.8421052632, 81.6842105263, 475
74.58, 70.2, 78.4, 500
73.2666666667, 70.4761904762, 76.1904761905, 525
71.8545454545, 68.1818181818, 76.5454545455, 550
70.0608695652, 65.9130434783, 74.7826086957, 575
70.0666666667, 66.3333333333, 74.8333333333, 600
67.8, 65.44, 70.56, 625
66.7692307692, 64.3076923077, 68.6153846154, 650
64.8148148148, 60.4444444444, 70.0740740741, 675
63.7357142857, 61.1428571429, 67.1428571429, 700
62.2827586207, 57.6551724138, 65.6551724138, 725
60.6066666667, 57.2, 64.5333333333, 750
60.4387096774, 57.4193548387, 63.8709677419, 775
58.8875, 54.625, 62.125, 800
