average delivered (percent), min delivered (percent), max delivered (percent), Message count
90.2, 76.0, 100.0, 25
89.6, 82.0, 96.0, 50
90.2666666667, 85.3333333333, 94.6666666667, 75
88.6, 82.0, 92.0, 100
89.24, 84.0, 93.6, 125
88.7, 83.3333333333, 94.0, 150
87.6571428571, 83.4285714286, 93.1428571429, 175
87.45, 84.0, 91.5, 200
86.7777777778, 82.6666666667, 91.1111111111, 225
86.64, 81.6, 90.8, 250
87.3090909091, 83.6363636364, 91.6363636364, 275
85.05, 82.6666666667, 87.6666666667, 300
84.2923076923, 81.5384615385, 87.3846153846, 325
84.2285714286, 81.7142857143, 87.1428571429, 350
82.6533333333, 78.4, 85.8666666667, 375
81.7625, 79.25, 85.5, 400
80.0235294118, 76.7058823529, 82.5882352941, 425
78.7777777778, 75.5555555556, 81.3333333333, 450
77.1789473684, 74.1052631579, 80.4210526316, 475
76.22, 72.8, 80.2, 500
75.1428571429, 71.0476190476, 78.0952380952, 525
73.6363636364, 68.7272727273, 76.9090909091, 550
72.0260869565, 68.6956521739, 75.1304347826, 575
71.0833333333, 67.1666666667, 74.1666666667, 600
70.168, 65.6, 72.8, 625
68.7769230769, 65.2307692308, 71.3846153846, 650
66.7703703704, 64.1481481481, 70.0740740741, 675
65.7785714286, 63.2857142857, 67.2857142857, 700
64.1103448276, 62.4827586207, 67.1724137931, 725
63.4, 60.1333333333, 66.5333333333, 750
62.1483870968, 60.5161290323, 64.2580645161, 775
61.0625, 58.625, 63.625, 800
