average delivered (percent), min delivered (percent), max delivered (percent), Message count
100.0, 100.0, 100.0, 25
100.0, 100.0, 100.0, 50
99.9333333333, 98.6666666667, 100.0, 75
99.8, 99.0, 100.0, 100
99.56, 97.6, 100.0, 125
98.9333333333, 96.0, 100.0, 150
97.6, 95.4285714286, 100.0, 175
96.1, 93.5, 98.0, 200
94.9555555556, 92.4444444444, 97.3333333333, 225
91.9, 86.4, 95.2, 250
89.5818181818, 85.8181818182, 92.3636363636, 275
85.8333333333, 82.6666666667, 89.3333333333, 300
83.1538461538, 80.0, 86.4615384615, 325
81.7, 77.1428571429, 85.4285714286, 350
78.84, 71.7333333333, 85.3333333333, 375
77.1375, 73.5, 80.0, 400
73.4588235294, 69.6470588235, 77.6470588235, 425
71.5444444444, 66.8888888889, 75.7777777778, 450
68.2736842105, 66.1052631579, 73.0526315789, 475
67.4, 64.6, 70.6, 500
64.8, 60.9523809524, 66.8571428571, 525
63.2090909091, 57.8181818182, 66.1818181818, 550
60.7043478261, 58.0869565217, 62.9565217391, 575
59.375, 55.1666666667, 64.5, 600
57.624, 55.68, 60.64, 625
55.1153846154, 52.1538461538, 58.1538461538, 650
54.362962963, 51.8518518519, 56.5925925926, 675
53.2071428571, 49.2857142857, 57.2857142857, 700
51.3034482759, 48.1379310345, 55.1724137931, 725
50.5333333333, 48.4, 54.5333333333, 750
48.6064516129, 45.0322580645, 51.3548387097, 775
47.6375, 44.25, 49.75, 800
