average delivered (percent), min delivered (percent), max delivered (percent), Message count
96.4, 92.0, 100.0, 25
94.4, 86.0, 100.0, 50
95.5333333333, 90.6666666667, 98.6666666667, 75
94.95, 90.0, 98.0, 100
95.68, 88.8, 98.4, 125
95.5, 93.3333333333, 98.0, 150
94.9428571429, 91.4285714286, 97.7142857143, 175
95.0, 93.5, 97.5, 200
94.4888888889, 91.5555555556, 97.3333333333, 225
94.68, 92.0, 96.8, 250
94.0, 91.2727272727, 96.3636363636, 275
93.5166666667, 91.0, 95.6666666667, 300
92.7692307692, 89.5384615385, 94.1538461538, 325
91.9857142857, 89.1428571429, 94.2857142857, 350
91.7733333333, 89.8666666667, 94.4, 375
90.5875, 87.25, 94.0, 400
89.5176470588, 87.7647058824, 92.2352941176, 425
88.5333333333, 86.0, 90.8888888889, 450
87.6631578947, 84.6315789474, 89.6842105263, 475
85.93, 84.2, 89.0, 500
85.2571428571, 84.0, 87.8095238095, 525
84.4090909091, 81.0909090909, 88.0, 550
83.0869565217, 80.5217391304, 85.3913043478, 575
82.4416666667, 80.1666666667, 84.1666666667, 600
80.44, 77.28, 82.4, 625
79.4923076923, 76.7692307692, 82.4615384615, 650
78.0962962963, 75.7037037037, 81.3333333333, 675
77.7857142857, 75.1428571429, 80.1428571429, 700
76.1793103448, 73.1034482759, 79.5862068966, 725
75.28, 73.7333333333, 77.6, 750
73.7483870968, 70.5806451613, 75.7419354839, 775
72.325, 68.0, 76.25, 800
