average delivered (percent), min delivered (percent), max delivered (percent), Distance Priority Fraction
5.66666666667, 4.33333333333, 7.33333333333, 0.0
5.875, 4.5, 7.66666666667, 0.05
6.0, 3.83333333333, 8.0, 0.1
5.65833333333, 3.66666666667, 7.16666666667, 0.15
5.63333333333, 3.83333333333, 7.0, 0.2
6.06666666667, 4.16666666667, 7.83333333333, 0.25
5.58333333333, 4.0, 7.66666666667, 0.3
6.24166666667, 4.83333333333, 8.66666666667, 0.35
6.16666666667, 4.33333333333, 8.16666666667, 0.4
5.84166666667, 4.0, 7.16666666667, 0.45
5.86666666667, 3.16666666667, 7.5, 0.5
5.54166666667, 3.16666666667, 7.66666666667, 0.55
5.91666666667, 4.16666666667, 8.83333333333, 0.6
5.65833333333, 4.0, 7.16666666667, 0.65
6.3, 4.0, 7.83333333333, 0.7
5.63333333333, 4.33333333333, 6.83333333333, 0.75
5.83333333333, 4.33333333333, 9.16666666667, 0.8
5.81666666667, 4.16666666667, 7.83333333333, 0.85
5.73333333333, 3.5, 8.33333333333, 0.9
5.96666666667, 4.5, 7.33333333333, 0.95
5.80833333333, 4.66666666667, 8.66666666667, 1.0
