average delivered (percent), min delivered (percent), max delivered (percent), Distance Priority Fraction
6.5, 2.66666666667, 10.6666666667, 0.0
5.93333333333, 1.33333333333, 11.3333333333, 0.05
6.6, 4.0, 11.3333333333, 0.1
6.33333333333, 2.66666666667, 11.3333333333, 0.15
5.96666666667, 3.33333333333, 9.33333333333, 0.2
5.16666666667, 2.0, 8.0, 0.25
6.53333333333, 3.33333333333, 8.66666666667, 0.3
6.03333333333, 3.33333333333, 12.0, 0.35
6.7, 2.0, 10.0, 0.4
6.03333333333, 2.66666666667, 11.3333333333, 0.45
5.63333333333, 2.0, 11.3333333333, 0.5
6.03333333333, 3.33333333333, 13.3333333333, 0.55
6.46666666667, 4.0, 10.0, 0.6
6.06666666667, 3.33333333333, 10.6666666667, 0.65
5.33333333333, 2.0, 10.0, 0.7
6.03333333333, 2.0, 8.66666666667, 0.75
6.26666666667, 3.33333333333, 10.6666666667, 0.8
5.53333333333, 2.0, 9.33333333333, 0.85
5.7, 2.66666666667, 8.66666666667, 0.9
6.43333333333, 4.0, 10.0, 0.95
6.53333333333, 4.0, 10.0, 1.0
