average delivered (percent), min delivered (percent), max delivered (percent), Distance Priority Fraction
6.75, 4.0, 11.0, 0.0
6.26666666667, 4.0, 8.33333333333, 0.05
5.98333333333, 4.66666666667, 8.0, 0.1
5.85, 3.0, 8.0, 0.15
6.03333333333, 3.66666666667, 9.66666666667, 0.2
6.18333333333, 4.0, 9.66666666667, 0.25
6.58333333333, 4.33333333333, 8.66666666667, 0.3
5.73333333333, 2.0, 8.66666666667, 0.35
6.18333333333, 4.0, 8.33333333333, 0.4
5.25, 3.33333333333, 7.0, 0.45
5.8, 4.0, 7.66666666667, 0.5
6.01666666667, 3.33333333333, 8.33333333333, 0.55
5.91666666667, 3.0, 8.0, 0.6
5.18333333333, 3.0, 8.0, 0.65
5.61666666667, 3.66666666667, 8.0, 0.7
6.06666666667, 4.33333333333, 8.33333333333, 0.75
6.16666666667, 4.33333333333, 8.33333333333, 0.8
5.85, 3.0, 7.33333333333, 0.85
5.93333333333, 3.33333333333, 8.66666666667, 0.9
6.36666666667, 4.0, 9.33333333333, 0.95
6.53333333333, 4.0, 8.66666666667, 1.0
