average delivered (percent), min delivered (percent), max delivered (percent), Not Closer Show Probability
3.65416666667, 2.58333333333, 4.5, 0.0
3.99166666667, 2.5, 5.66666666667, 0.05
4.22916666667, 3.41666666667, 4.91666666667, 0.1
4.0375, 2.83333333333, 5.16666666667, 0.15
4.35416666667, 3.33333333333, 6.0, 0.2
4.15416666667, 3.41666666667, 5.0, 0.25
4.1875, 3.33333333333, 5.5, 0.3
4.30833333333, 3.41666666667, 5.08333333333, 0.35
4.4125, 3.58333333333, 5.08333333333, 0.4
4.39166666667, 3.58333333333, 5.33333333333, 0.45
4.63333333333, 2.91666666667, 5.91666666667, 0.5
4.49166666667, 3.08333333333, 5.83333333333, 0.55
4.37916666667, 3.25, 5.33333333333, 0.6
4.70833333333, 3.91666666667, 5.66666666667, 0.65
4.75833333333, 4.0, 5.75, 0.7
4.55, 3.5, 6.0, 0.75
4.875, 3.66666666667, 6.5, 0.8
4.82083333333, 3.75, 6.0, 0.85
4.84166666667, 3.66666666667, 5.75, 0.9
4.89166666667, 4.0, 5.66666666667, 0.95
4.625, 3.66666666667, 5.41666666667, 1.0
