average delivered (percent), min delivered (percent), max delivered (percent), Not Closer Show Probability
7.48, 7.1, 7.9, 0.0
19.1, 17.65, 19.7, 0.1
21.08, 20.1, 22.3, 0.2
21.76, 20.7, 23.25, 0.3
21.52, 20.65, 22.15, 0.4
21.19, 20.4, 22.2, 0.5
20.45, 19.6, 20.75, 0.6
19.31, 18.65, 19.85, 0.7
18.12, 17.0, 19.05, 0.8
17.64, 15.7, 18.75, 0.9
16.7, 15.85, 17.75, 1.0
