average delivered (percent), min delivered (percent), max delivered (percent), Not Closer Show Probability
4.945, 4.25, 5.625, 0.0
11.435, 11.125, 11.8, 0.1
13.165, 12.825, 13.7, 0.2
12.645, 12.175, 13.125, 0.3
12.29, 11.925, 13.125, 0.4
11.77, 11.325, 12.175, 0.5
11.215, 10.975, 11.425, 0.6
10.405, 9.675, 11.0, 0.7
10.16, 9.675, 10.375, 0.8
9.475, 9.1, 9.975, 0.9
9.365, 8.7, 9.925, 1.0
