average delivered (percent), min delivered (percent), max delivered (percent), Not Closer Show Probability
2.8, 2.0, 4.14285714286, 0.0
2.74285714286, 1.71428571429, 3.85714285714, 0.05
2.85, 2.14285714286, 3.85714285714, 0.1
2.96428571429, 1.42857142857, 4.71428571429, 0.15
3.07857142857, 2.28571428571, 4.42857142857, 0.2
3.32142857143, 2.0, 4.42857142857, 0.25
3.26428571429, 2.42857142857, 4.14285714286, 0.3
3.35714285714, 2.14285714286, 4.14285714286, 0.35
4.02142857143, 2.71428571429, 5.85714285714, 0.4
4.27142857143, 3.14285714286, 5.28571428571, 0.45
4.52857142857, 3.14285714286, 6.28571428571, 0.5
5.07857142857, 3.28571428571, 6.14285714286, 0.55
5.52857142857, 3.85714285714, 7.71428571429, 0.6
6.13571428571, 5.0, 7.71428571429, 0.65
7.46428571429, 5.85714285714, 9.71428571429, 0.7
8.65714285714, 5.85714285714, 10.8571428571, 0.75
10.4285714286, 6.85714285714, 13.1428571429, 0.8
12.3714285714, 10.5714285714, 15.0, 0.85
14.0857142857, 12.0, 15.8571428571, 0.9
15.9142857143, 14.0, 18.7142857143, 0.95
17.4071428571, 15.4285714286, 19.1428571429, 1.0
