average delivered (percent), min delivered (percent), max delivered (percent), Not Closer Show Probability
6.752, 6.6, 7.12, 0.0
16.456, 15.32, 17.48, 0.1
18.784, 18.4, 19.2, 0.2
18.032, 17.48, 19.16, 0.3
18.544, 17.36, 19.16, 0.4
17.44, 16.88, 18.48, 0.5
16.52, 16.08, 17.0, 0.6
16.304, 15.8, 16.64, 0.7
15.032, 14.2, 15.6, 0.8
14.64, 13.88, 15.2, 0.9
14.12, 13.2, 15.08, 1.0
