average delivered (percent), min delivered (percent), max delivered (percent), Message Count
69.8, 60.0, 76.0, 25
74.0, 66.0, 84.0, 50
68.1333333333, 60.0, 72.0, 75
72.45, 64.0, 78.0, 100
70.6, 64.8, 76.8, 125
72.0666666667, 66.0, 76.6666666667, 150
70.3428571429, 60.5714285714, 80.5714285714, 175
70.175, 63.0, 78.5, 200
71.6222222222, 67.1111111111, 76.8888888889, 225
71.46, 65.6, 77.2, 250
71.5454545455, 66.1818181818, 77.0909090909, 275
71.65, 67.6666666667, 75.3333333333, 300
70.7538461538, 64.9230769231, 75.0769230769, 325
70.6714285714, 64.5714285714, 75.7142857143, 350
71.5333333333, 66.9333333333, 76.0, 375
69.875, 65.0, 74.5, 400
70.0588235294, 66.3529411765, 75.0588235294, 425
70.5222222222, 67.5555555556, 73.3333333333, 450
70.1052631579, 67.3684210526, 73.2631578947, 475
69.57, 66.8, 72.8, 500
69.6380952381, 64.7619047619, 73.1428571429, 525
68.7090909091, 63.4545454545, 72.9090909091, 550
67.8956521739, 64.347826087, 70.9565217391, 575
68.1083333333, 65.5, 71.5, 600
68.072, 65.28, 74.24, 625
67.5230769231, 63.5384615385, 70.7692307692, 650
67.6074074074, 64.1481481481, 70.5185185185, 675
67.5, 64.5714285714, 70.1428571429, 700
65.8206896552, 63.0344827586, 69.3793103448, 725
65.9466666667, 63.7333333333, 68.4, 750
65.6709677419, 62.8387096774, 68.9032258065, 775
65.1875, 62.0, 69.0, 800
